news_id,news_title,event,location_prediction,village,district,state,date_prediction,event_type,url
62f7ce2ed1eafd03bd6feb3e,Islamia College organizes run for women,"a theme based ""Run for a Healthy Culture"" was organised for girls only, to emphasize on importance of health for women folk.",,,,,[],murder,http://risingkashmir.com/news/islamia-college-organizes-run-for-women-
62f7ce2ed1eafd03bd6feb3f,"DC reviews progress on Shahpur Kandi, Ujh Multipurpose projects","The status of Shahpur Kandi and Ujh Multipurpose projects, besides physical and financial progress under BADP was reviewed by the Deputy Commissioner, Dr. Raghav Langer today, here at a meeting of the concerned agencies.",Shahpur Kandi,,,,"[('2019-07-20', 'today')]",murder,http://risingkashmir.com/news/dc-reviews-progress-on-shahpur-kandi-ujh-multipurpose-projects
62f7ce2ed1eafd03bd6feb3f,"DC reviews progress on Shahpur Kandi, Ujh Multipurpose projects","Terming Shahpur Kandi and Ujh Multipurpose projects as flagship projects with potential of becoming game changer for Kathua district, the Deputy Commissioner, Dr. Raghav Langer stressed on removing bottlenecks, if any, for timely execution of Shahpur Kandi and Ujh Multipurpose projects.",Kathua,Kathua,Kathua,JAMMU & KASHMIR,[],murder,http://risingkashmir.com/news/dc-reviews-progress-on-shahpur-kandi-ujh-multipurpose-projects
62f7ce2ed1eafd03bd6feb3f,"DC reviews progress on Shahpur Kandi, Ujh Multipurpose projects","the Deputy Commissioner, Dr. Raghav Langer further asked for maintaining close coordination among different departments and stakeholders associated with Shahpur Kandi and Ujh Multipurpose projects.",Shahpur Kandi,,,,[],murder,http://risingkashmir.com/news/dc-reviews-progress-on-shahpur-kandi-ujh-multipurpose-projects
62f7ce2ed1eafd03bd6feb40,DC Doda flags off Hajj pilgrims,"Deputy Commissioner Doda, Dr Sagar D Doifode flagged off 2nd batch of 61 Hajj pilgrims, here today.",,,,,"[('2019-07-20', 'today')]",murder,http://risingkashmir.com/news/dc-doda-flags-off-hajj-pilgrims
62f7ce2ed1eafd03bd6feb40,DC Doda flags off Hajj pilgrims,"ADDC Doda Imam Din, SSP Doda Shabir Ahmed Malik, ACR Doda Kaiser Ahmed Bhawani, team of civil and police officers, besides a large number of people were present to see off 2nd batch of 61 Hajj pilgrims.",,,,,[],murder,http://risingkashmir.com/news/dc-doda-flags-off-hajj-pilgrims
62f7ce2ed1eafd03bd6feb42,DC takes stock of development activities in Rajouri town,"District Development Commissioner, Rajouri Mohammad Aijaz Asad today conducted an extensive tour of Rajouri to take stock of ongoing developmental activities.",Rajouri,Rajouri,Rajouri,JAMMU & KASHMIR,"[('2019-07-20', 'today')]",strike,http://risingkashmir.com/news/dc-takes-stock-of-development-activities-in-rajouri-town
62f7ce2ed1eafd03bd6feb42,DC takes stock of development activities in Rajouri town,"District Development Commissioner, Rajouri Mohammad Aijaz Asad inspected major works including the development of park, Bus Stand, blacktopping of roads and construction of drainage system in Bella colony and adjoining areas.",Bella,,,,[],strike,http://risingkashmir.com/news/dc-takes-stock-of-development-activities-in-rajouri-town
62f7ce2ed1eafd03bd6feb4a,PDP holds day-long convention at Khanyar,"Senior party leaders, functionaries pledge to take party’s mission forward A day-long workers convention of Khanyar assembly segment was held on Friday by party’s with senior party leaders and functionaries attending A day-long workers convention of Khanyar assembly segment.",,,,,"[('2019-07-19', 'Friday')]",strike,http://risingkashmir.com/news/pdp-holds-day-long-convention-at-khanyar
62f7ce2ed1eafd03bd6feb4d,JK Cong protests against detention of Priyanka Gandhi in UP,Congress workers Friday held a protest here against the detention of party leader Priyanka Gandhi Vadra by police in Uttar Pradesh's Mirzapur district.,Uttar Pradesh 's,,,,"[('2019-07-19', 'Friday')]",protest,http://risingkashmir.com/news/jk-cong-protests-against-detention-of-priyanka-gandhi-in-up
62f7ce2ed1eafd03bd6feb4d,JK Cong protests against detention of Priyanka Gandhi in UP,"party leader Priyanka Gandhi Vadra was on Friday detained and stopped from going to Sonbhadra where 10 people were gunned down this week and taken to a guesthouse after party leader Priyanka Gandhi Vadra squatted on the road, insisting that party leader Priyanka Gandhi Vadra be allowed to proceed.",Uttar Pradesh 's,,,,"[('2019-07-19', 'Friday')]",protest,http://risingkashmir.com/news/jk-cong-protests-against-detention-of-priyanka-gandhi-in-up
62f7ce2ed1eafd03bd6feb4e,No let-up in stray dog attacks in Uri,The stray dog menace continues to unleash terror among the people in this border town of north Kashmir’s Baramulla district as two persons became fresh victims to the canine bite on Friday morning.,Baramulla,Baramulla,Baramula,JAMMU & KASHMIR,"[('2019-07-19', 'Friday morning')]",terror,http://risingkashmir.com/news/no-let-up-in-stray-dog-attacks-in-uri
62f7ce2ed1eafd03bd6feb4e,No let-up in stray dog attacks in Uri,"Last week, six persons sustained injuries in a dog bite incident in the area.",Baramulla,Baramulla,Baramula,JAMMU & KASHMIR,[],terror,http://risingkashmir.com/news/no-let-up-in-stray-dog-attacks-in-uri
62f7ce2ed1eafd03bd6feb4f,"DGP releases ‘Beyond Alcoholism, Drug Addiction’","Director General of Police, Dilbag Singh on Friday released a book titled “Beyond Alcoholism and Drug Addiction” written by Ajay Vaid at Police Headquarters, Srinagar.",Srinagar,Srinagar,Srinagar,JAMMU & KASHMIR,"[('2019-07-19', 'Friday')]",fight,http://risingkashmir.com/news/dgp-releases-beyond-alcoholism-drug-addiction
62f7ce2ed1eafd03bd6feb4f,"DGP releases ‘Beyond Alcoholism, Drug Addiction’","On this occasion, Director General of Police, Dilbag Singh said that the narrative of a book titled “Beyond Alcoholism and Drug Addiction” written by Ajay Vaid is the need of the hour.",Srinagar,Srinagar,Srinagar,JAMMU & KASHMIR,[],fight,http://risingkashmir.com/news/dgp-releases-beyond-alcoholism-drug-addiction
62f7ce2ed1eafd03bd6feb4f,"DGP releases ‘Beyond Alcoholism, Drug Addiction’","Director General of Police, Dilbag Singh said that J&K Police has already tightened the noose on the menace of drugs; many steps are being taken to fight drugs.",Srinagar,Srinagar,Srinagar,JAMMU & KASHMIR,[],fight,http://risingkashmir.com/news/dgp-releases-beyond-alcoholism-drug-addiction
62f7ce2ed1eafd03bd6feb4f,"DGP releases ‘Beyond Alcoholism, Drug Addiction’","Director General of Police, Dilbag Singh said that a book titled “Beyond Alcoholism and Drug Addiction” written by Ajay Vaid not only provides information about drug abuse and drug abuse's effects but also informs that addiction is a treatable disorder.",Srinagar,Srinagar,Srinagar,JAMMU & KASHMIR,[],fight,http://risingkashmir.com/news/dgp-releases-beyond-alcoholism-drug-addiction
62f7ce2ed1eafd03bd6feb55,Horrendous remarks on 1931 martyrs condemnable: NC,"‘Sacrifice of martyrs will continue to be a beacon of struggle of dignity’ Jammu and Kashmir National Conference (NC) on Friday rejected the remarks on the 1931 martyrs by some quarters as horrendous and obnoxious—saying Friday marked the open revolt against a despotic, pitiless and tyrant autocratic government.",Jammu and Kashmir,,,,"[('2019-07-19', 'Friday'), ('2019-07-19', 'Friday')]",fight,http://risingkashmir.com/news/horrendous-remarks-on-1931-martyrs-condemnable-nc
62f7ce2ed1eafd03bd6feb57,Police foils militant bid to snatch weapons,Militants on Friday evening made an abortive bid to snatch weapons from police at Aamnoo area of Qazigund in south Kashmir’s Kulgam district.,Kulgam,Kulgam,Kulgam,JAMMU & KASHMIR,"[('2019-07-19', 'Friday evening')]",kidnap,http://risingkashmir.com/news/police-foils-militant-bid-to-snatch-weapons
62f7ce2ed1eafd03bd6feb57,Police foils militant bid to snatch weapons,"As per reports, militants fired upon a party of special operations group (SOG) while a party of special operations group (SOG) were at a petrol filling station at Aamnoo area of Qazigund in south Kashmir’s Kulgam district.",Kulgam,Kulgam,Kulgam,JAMMU & KASHMIR,[],kidnap,http://risingkashmir.com/news/police-foils-militant-bid-to-snatch-weapons
62f7ce2ed1eafd03bd6feb57,Police foils militant bid to snatch weapons,"fired was retaliated by a party of special operations group (SOG) special operations group (SOG) and in the meantime, reinforcements of army’s 9 RR and police reached the spot and launched the searches in Aamnoo area of Qazigund in south Kashmir’s Kulgam district.",Kulgam,Kulgam,Kulgam,JAMMU & KASHMIR,[],kidnap,http://risingkashmir.com/news/police-foils-militant-bid-to-snatch-weapons
62f7ce2ed1eafd03bd6feb60,Alcoholism and drug abuse: A dangerous combination,"Alcoholism and drug addiction being forbidden by divine laws, Alcoholism and drug addiction's procurement gives rise to a number of crimes Alcoholism and drug addiction may be conceptualized as a crime without victim, i.e., addict addict himself is the victim who becomes a prey of Alcoholism and drug addiction's misuse.",,,,,[],crime,http://risingkashmir.com/news/alcoholism-and-drug-abuse-a-dangerous-combination
62f7ce2ed1eafd03bd6feb60,Alcoholism and drug abuse: A dangerous combination,"This devastating melody is eroding the roosts of social, economic and cultural fabric of a Society.",,,,,[],crime,http://risingkashmir.com/news/alcoholism-and-drug-abuse-a-dangerous-combination
62f7ce2ed1eafd03bd6feb60,Alcoholism and drug abuse: A dangerous combination,This devastating melody gives rise to criminality and criminal behavior which eventually leads to social disorganization.,,,,,[],crime,http://risingkashmir.com/news/alcoholism-and-drug-abuse-a-dangerous-combination
62f7ce2ed1eafd03bd6feb60,Alcoholism and drug abuse: A dangerous combination,Alcoholism and drug related offences being victimless crime; Alcoholism and drug related offences fall in the category of public order crimes.,,,,,[],crime,http://risingkashmir.com/news/alcoholism-and-drug-abuse-a-dangerous-combination
62f7ce2ed1eafd03bd6feb60,Alcoholism and drug abuse: A dangerous combination,"Alcoholism and drug habituations have been prevalent in most societies over the ages because of Alcoholism and drug habituations's allegedly pleasurable and relaxing effects or as a means of relieving physical tensions, fatigue and as a stimulant to withstand adversities.",,,,,[],crime,http://risingkashmir.com/news/alcoholism-and-drug-abuse-a-dangerous-combination
62f7ce2ed1eafd03bd6feb60,Alcoholism and drug abuse: A dangerous combination,"Experience has shown that various preventive and punitive measures such as fine, imprisonment or detention for drunkenness and other disorderly behaviors have failed in eliminating Alcoholism and drug habituations.",,,,,[],crime,http://risingkashmir.com/news/alcoholism-and-drug-abuse-a-dangerous-combination
62f7ce2ed1eafd03bd6feb62,US to press Imran to facilitate peace talks with Taliban: White House,"Washington: The United States would press Pakistan Prime Minister Imran Khan, who is slated to meet President Donald Trump next week to facilitate peace talks with the Taliban for an intra-Afghan dialogue, the White House said Friday.",The United States,,,,"[('2019-07-19', 'Friday')]",fight,http://feedproxy.google.com/~r/kashmir-reader/~3/FKS3lAUXZio/
62f7ce2ed1eafd03bd6feb62,US to press Imran to facilitate peace talks with Taliban: White House,"Pakistan Prime Minister Imran Khan, who is slated to meet President Donald Trump next week to facilitate peace talks with the Taliban for an intra-Afghan dialogue is scheduled to meet President Donald Trump at President Donald Trump's Oval Office on Monday, the first by [&#8230;]",The United States,,,,"[('2019-07-15', 'Monday')]",fight,http://feedproxy.google.com/~r/kashmir-reader/~3/FKS3lAUXZio/
62f7ce2ed1eafd03bd6feb65,"BJP govt wants to ‘deport’ Priyanka, ‘jungle raj’ prevailing in UP: Congress",New Delhi: The Congress Saturday alleged that the BJP government in Uttar Pradesh wants to &#8220;deport&#8221; party general secretary Priyanka Gandhi Vadra so that party general secretary Priyanka Gandhi Vadra cannot meet the victims of the Sonbhadra clash.,,,,,"[('2019-07-20', 'Saturday')]",strike,http://feedproxy.google.com/~r/kashmir-reader/~3/MTVB4_9QM7I/
62f7ce2ed1eafd03bd6feb65,"BJP govt wants to ‘deport’ Priyanka, ‘jungle raj’ prevailing in UP: Congress",The Congress also alleged that &#8220;jungle raj&#8221; was prevalent in Uttar Pradesh and the BJP government in Uttar Pradesh had failed to take action against the [&#8230;],,,,,[],strike,http://feedproxy.google.com/~r/kashmir-reader/~3/MTVB4_9QM7I/
62f7ce2ed1eafd03bd6feb68,Israeli Spyware Firm Claims It Can Mine Data From Social Media,"JERUSALEM — An Israeli spyware firm thought to have hacked WhatsApp in the past has told clients JERUSALEM — An Israeli spyware firm thought to have hacked WhatsApp in the past can scoop user data from the world’s top social media, the Financial Times reported on Friday.the Financial Times wrote that JERUSALEM — An Israeli spyware firm thought to have hacked WhatsApp in the past had “told buyers JERUSALEM — An Israeli spyware firm thought to have hacked WhatsApp in the past's technology can surreptitiously scrape all of an individual’s data from the servers of Apple, Google, Facebook, Amazon and Microsoft, according to people familiar with JERUSALEM — An Israeli spyware firm thought to have hacked WhatsApp in the past's sales pitch”.An JERUSALEM — An Israeli spyware firm thought to have hacked WhatsApp in the past spokesperson, responding in a written statement to request for comment, denied told.",JERUSALEM,,,,"[('2019-07-19', 'Friday')]",attack,https://kashmirobserver.net/2019/world-news/israeli-spyware-firm-claims-it-can-mine-data-social-media-44922
62f7ce2ed1eafd03bd6feb68,Israeli Spyware Firm Claims It Can Mine Data From Social Media,"“There is a fundamental misunderstanding of JERUSALEM — An Israeli spyware firm thought to have hacked WhatsApp in the past, JERUSALEM — An Israeli spyware firm thought to have hacked WhatsApp in the past's services and technology,” An NSO spokesperson said.JERUSALEM — An Israeli spyware firm thought to have hacked WhatsApp in the past products do not provide the type of collection capabilities and access to cloud applications, services, or infrastructure as listed and suggested in Friday FT article.”In May, WhatsApp said WhatsApp had released an update to plug a security hole in WhatsApp's messaging app that allowed insertion of sophisticated spyware that could be used to spy on journalists, activists and others.WhatsApp said an update to plug a security hole in its messaging app that allowed insertion of sophisticated spyware that could be used to spy on journalists, activists and others bore “all the hallmarks of a private company that works with a number of governments around the world”.WhatsApp did not name a suspect but Washington-based analyst Joseph Hall, chief technologist at the Centre for Democracy and Technology, said at the time that an update to plug a security hole in its messaging app that allowed insertion of sophisticated spyware that could be used to spy on journalists, activists and others appeared related to JERUSALEM — An Israeli spyware firm thought to have hacked WhatsApp in the past's Pegasus software.the NSO’s Pegasus software is normally sold to law enforcement and intelligence services.Friday's FT report, citing documents Friday’s FT report had viewed and descriptions of a product demonstration, said the programme had “evolved to capture the much greater trove of information stored beyond the phone in the cloud, such as a full history of a target’s location data, archived messages or photos”.JERUSALEM — An Israeli spyware firm thought to have hacked WhatsApp in the past says JERUSALEM — An Israeli spyware firm thought to have hacked WhatsApp in the past does not operate the NSO’s Pegasus software, only licensing the NSO’s Pegasus software to closely vetted government users “for the sole purpose of preventing or investigating serious crime including terrorism”.JERUSALEM — An Israeli spyware firm thought to have hacked WhatsApp in the past came under the spotlight in 2016 when researchers accused JERUSALEM — An Israeli spyware firm thought to have hacked WhatsApp in the past of helping spy on an activist in the United Arab Emirates.",JERUSALEM,,,,"[('2019-07-19', 'Friday'), ('2019-07-19', 'Friday')]",attack,https://kashmirobserver.net/2019/world-news/israeli-spyware-firm-claims-it-can-mine-data-social-media-44922
62f7ce2ed1eafd03bd6feb68,Israeli Spyware Firm Claims It Can Mine Data From Social Media,"JERUSALEM — An Israeli spyware firm thought to have hacked WhatsApp in the past is based in the Israeli seaside hi-tech hub of Herzliya, near Tel Aviv.",Herzliya,,,,[],attack,https://kashmirobserver.net/2019/world-news/israeli-spyware-firm-claims-it-can-mine-data-social-media-44922
62f7ce2ed1eafd03bd6feb69,Terror module case: NIA conducts searches across Tamil Nadu,"Chennai: The National Investigation Agency (NIA) is conducting searches at various locations in Tamil Nadu as part of The National Investigation Agency (NIA)'s probe into the &#8216;Ansarullah&#8217; terror module case, police said Saturday.",,,,,"[('2019-07-20', 'Saturday')]",terror,http://feedproxy.google.com/~r/kashmir-reader/~3/gpyMV6w9IbI/
62f7ce2ed1eafd03bd6feb69,Terror module case: NIA conducts searches across Tamil Nadu,"searches at various locations in Tamil Nadu are being carried out in Chennai, Madurai, Tirunelveli and Ramanathapuram district, police said without divulging further details.",,,,,[],terror,http://feedproxy.google.com/~r/kashmir-reader/~3/gpyMV6w9IbI/
62f7ce2ed1eafd03bd6feb69,Terror module case: NIA conducts searches across Tamil Nadu,searches at various locations in Tamil Nadu come a day after a special [&#8230;],,,,,[],terror,http://feedproxy.google.com/~r/kashmir-reader/~3/gpyMV6w9IbI/
62f7ce2ed1eafd03bd6feb6a,Tit-for-Tat: Iran Seizes British Tanker in Persian Gulf,"DUBAI — Iran Friday seized a British-flagged oil tanker and briefly detained a second vessel in the Strait of Hormuz, three weeks one of Iran's vessels was captured by British navy off the coast of Gibraltar intensifying tensions in the Strait of Hormuz.The ongoing showdown has caused jitters around the globe, with each manoeuvre bringing fear that any misunderstanding or misstep by either side could lead to war.seized came on the day Gibraltar said that Gibraltar's Supreme Court had extended by 30 days the detention of a British-flagged oil tanker.Details of what took place Friday remained sketchy after Iran reported that Iran had seized a British-flagged oil tanker in the Strait of Hormuz.",Iran,,,,"[('2019-07-19', 'Friday'), ('2019-07-19', 'Friday')]",murder,https://kashmirobserver.net/2019/world-news/tit-tat-iran-seizes-british-tanker-persian-gulf-44904
62f7ce2ed1eafd03bd6feb6a,Tit-for-Tat: Iran Seizes British Tanker in Persian Gulf,"the Strait of Hormuz is a shipping channel for one-fifth of all global crude exports.a British-flagged oil tanker was taken to an Iranian port because a British-flagged oil tanker was not complying with ""international maritime laws and regulations,"" Iran's Islamic Revolutionary Guard (IRGC) declared.Strait of HormuzIranian naval forces dominate the Strait of Hormuz Iran's Islamic Revolutionary Guard (IRGC)'s Public Relations Department said in a statement that a British-flagged oil tanker had been impounded ""at the request of Hormozgan Ports and Maritime Organization when passing through the Strait of Hormuz, for failing to respect international maritime rules.a British-flagged oil tanker was transferred to the coast of Gibraltar to undergo the required legal proceedings, a statement added.A statement from Stena Bulk, which owns a British-flagged oil tanker, said Stena Bulk, which owns the seized tanker was unable to make contact with a British-flagged oil tanker after a British-flagged oil tanker was approached by unidentified vessels and a helicopter in international waters.Stena Bulk, which owns the seized tanker said a British-flagged oil tanker had 23 crew members of various nationalities and there were no reports of any of 23 crew members of various nationalities were injured.Speaking later with Iran's official news agency, IRNA, an unnamed military official informed on the matter said a British-flagged oil tanker had breached international maritime regulations by passing through a prohibited maritime passage in the Strait of Hormuz, turning off a British-flagged oil tanker's tracking signals and ignoring warnings issued by Iranian authorities.a British-flagged oil tanker had turned off a British-flagged oil tanker's tracker and ignored several warnings by Iran's Islamic Revolutionary Guard (IRGC) before being impounded,"" Iran's official news agency, IRNA quoting an unnamed military official informed on the matter reported.Head of the Ports and Maritime Organization of Hormozgan province told Press TV the Ports and Maritime Organization of Hormozgan province found that a British-flagged oil tanker failed to respond to a distress call by an accident-hit Iranian fishing boat as a British-flagged oil tanker had switched off a British-flagged oil tanker's trackers.The the Ports and Maritime Organization of Hormozgan province forces patrolling the area were then called on to escort a British-flagged oil tanker to a place where the Ports and Maritime Organization of Hormozgan province can investigate the issue, Head of the Ports and Maritime Organization of Hormozgan province added.An informed official from the Ports and Maritime Organization of Hormozgan province said that in addition to the previously-stated infractions, a British-flagged oil tanker had also been ""releasing oil residue from a British-flagged oil tanker's tankers in the Persian Gulf.An informed official from Iran's Ports and Maritime Organization stressed that a British-flagged oil tanker's numerous infringements counted as a violation of the concept of ""innocent passage,"" referring to a maritime law related to the passage of vessels through the territorial waters of another state.Richard Weitz, a security analyst at Wikistrat, a global risk consultancy group, said Friday's was a ""recipocral action"" by Iran.The UK has featured prominently in the recent tensions with Iran.",Iran,,,,"[('2019-07-19', 'Friday')]",murder,https://kashmirobserver.net/2019/world-news/tit-tat-iran-seizes-british-tanker-persian-gulf-44904
62f7ce2ed1eafd03bd6feb6a,Tit-for-Tat: Iran Seizes British Tanker in Persian Gulf,"Britain's Royal Marines assisted in the seizure of an Iranian oil supertanker on July 4 by Gibraltar.On Friday, Gibraltar's Supreme Court extended for 30 days the detention of an Iranian oil supertankerthe southern coast of Spain Spain , Gibraltar convened a major emergency cabinet meeting with COBRA officials present to assess Friday's developments.Foreign Secretary Jeremy Hunt has said that a second vessel was also impounded.",Spain Spain,,,,"[('2019-07-04', 'July 4'), ('2019-07-19', 'Friday'), ('2019-07-19', 'Friday')]",murder,https://kashmirobserver.net/2019/world-news/tit-tat-iran-seizes-british-tanker-persian-gulf-44904
62f7ce2ed1eafd03bd6feb6a,Tit-for-Tat: Iran Seizes British Tanker in Persian Gulf,"Foreign Secretary Jeremy Hunt described seized as ""unacceptable"".However Iranian military sources said a second vessel was allowed to continue a second vessel's pre-scheduled course after ""being briefed on the concept of innocent passage and observing environmental regulations"".Foreign Secretary Jeremy Hunt initially said both tankers were seized Friday in the Strait of Hormuz, a second vessel sailing under a Liberian flag.The owner of a second vessel later said a second vessel was briefly boarded by armed guards before being allowed to go.Friday's came two days after Washington claimed that a US warship downed an Iranian drone in the Strait of Hormuz.",US,,,,"[('2019-07-19', 'Friday'), ('2019-07-19', 'Friday')]",murder,https://kashmirobserver.net/2019/world-news/tit-tat-iran-seizes-british-tanker-persian-gulf-44904
62f7ce2ed1eafd03bd6feb6a,Tit-for-Tat: Iran Seizes British Tanker in Persian Gulf,"Iran denied that Iran lost an aircraft in the area.Iran released footage captured by an Iran's Islamic Revolutionary Guard (IRGC) drone flying over and monitoring a US Navy vessel, belying a claim by Washington that an Iranian drone was shot down by the American forces.Strait of HormuzThe IRGC's Public Relations Department said Friday that footage captured by an IRGC drone flying over and monitoring a US Navy vessel had been released with the aim of exposing Washington's ""lies.",Iran,,,,"[('2019-07-19', 'Friday')]",murder,https://kashmirobserver.net/2019/world-news/tit-tat-iran-seizes-british-tanker-persian-gulf-44904
62f7ce2ed1eafd03bd6feb6a,Tit-for-Tat: Iran Seizes British Tanker in Persian Gulf,"""On June 20, Iran shot down an American drone in the Strait of Hormuz, and Trump came close to retaliating but called off an airstrike at the last moment.Tensions in the region have been escalating since Trump withdrew the US last year from Iran's 2015 nuclear deal with world powers and imposed sweeping economic sanctions on Iran, including Iran's oil exports.",Iran,,,,"[('2019-06-20', 'June 20')]",murder,https://kashmirobserver.net/2019/world-news/tit-tat-iran-seizes-british-tanker-persian-gulf-44904
62f7ce2ed1eafd03bd6feb6a,Tit-for-Tat: Iran Seizes British Tanker in Persian Gulf,"sweeping economic sanctions on Iran, including its oil exports have hit the Iranian economy hard.",Iran,,,,[],murder,https://kashmirobserver.net/2019/world-news/tit-tat-iran-seizes-british-tanker-persian-gulf-44904
62f7ce2ed1eafd03bd6feb6b,King Salman OK's Deployment Of 500 US Troops In Saudi Arabia,"RIYADH — Saudi King Salman has approved hosting of hundreds of US troops in the kingdom amid rising tensions in the region between the United States and Iran.According to the kingdom's defense ministry, Saudi King Salman has given Saudi King Salman's approval “based on mutual cooperation between the kingdom and the United States” and the United States's “desire to enhance everything that could preserve the security of the region between the United States and Iran and the region between the United States and Iran's stability.”CNN reported on Thursday that around 500 troops were expected to be dispatched to the Prince Sultan Air Base, located in a desert area east of RIYADH.Two US military officials told ”CNN that a small number of troops and support personnel are already in the Prince Sultan Air Base, located in a desert area east of the Saudi capital Riyadh, with initial preparations being made for a US-made Patriot missile system as well as runway and airfield improvements.the United States is expected to fly stealth, fifth-generation F-22 jets and other fighters from the Prince Sultan Air Base, located in a desert area east of the Saudi capital Riyadh, Two US military officials said.the kingdom has not hosted US forces since 2003 when US forces pulled out following the end of the war with Iraq.",the United States,,,,"[('2019-07-18', 'Thursday')]",attack,https://kashmirobserver.net/2019/world-news/king-salman-oks-deployment-500-us-troops-saudi-arabia-44924
62f7ce2ed1eafd03bd6feb6b,King Salman OK's Deployment Of 500 US Troops In Saudi Arabia,"US forces were present in the kingdom for 12 years, starting with Operation Desert Storm in 1991, when former Iraqi dictator Saddam Hussein invaded Kuwait.At the peak of the war with IraqIraq , 200 US aircraft were stationed at the Prince Sultan Air Base, located in a desert area east of the Saudi capital Riyadh.",Riyadh,,,,[],attack,https://kashmirobserver.net/2019/world-news/king-salman-oks-deployment-500-us-troops-saudi-arabia-44924
62f7ce2ed1eafd03bd6feb6b,King Salman OK's Deployment Of 500 US Troops In Saudi Arabia,"As many as 2,700 missions a day were also handled by the headquarters in the kingdom.Since 2015, the United States has been supporting a a Saudi-led war against Yemen that seeks to reinstall Yemen's former Riyadh-backed officials.",Yemen,,,,[],attack,https://kashmirobserver.net/2019/world-news/king-salman-oks-deployment-500-us-troops-saudi-arabia-44924
62f7ce2ed1eafd03bd6feb6b,King Salman OK's Deployment Of 500 US Troops In Saudi Arabia,"The American patronage has featured aerial refueling, which the United States only stopped last year after the Saudi-led coalition grew independent of the United States, as well as logistical and commando support.Tens of thousands of Yemenis have lost Tens of thousands of Yemenis's lives since the onset of the war with Iraq, and Yemen has been pushed close to the edge of outright famine.A year after the war with Iraq was launched, Trump made Trump's maiden visit to the kingdom, announcing more than $100 billion in arms sales to the kingdom.$1.48bn contract for THAAD missile systemMeanwhile, a $1.48 billion contract to build a US-made Patriot missile system for the kingdom has been awarded to Lockheed Martin, the Pentagon said on Friday.In November 2018, Saudi and American officials signed letters of offer and acceptance formalizing terms for the kingdom's purchase of 44 THAAD launchers, missiles and related equipment.In April, a $2.4 billion contract for THAAD interceptor missiles was awarded to Lockheed Martin.",Yemen,,,,"[('2019-07-19', 'Friday')]",attack,https://kashmirobserver.net/2019/world-news/king-salman-oks-deployment-500-us-troops-saudi-arabia-44924
